BEDS Code,School Name,Local School Code
321000010037,P.S. X037 - Multiple Intelligence School,10X037
321000010045,Thomas C. Giordano Middle School 45,10X045
321000010046,P.S. 046 Edgar Allan Poe,10X046
321000010051,The Bronx STEM and Arts Academy,10X051
321000010054,P.S./I.S. 54,10X054
321000010056,P.S. 056 Norwood Heights,10X056
321000010059,P.S. 059 The Community School of Technology,10X059
321000010077,Bedford Park Elementary School,10X077
321000010080,J.H.S. 080 The Mosholu Parkway,10X080
321000010081,P.S. 081 Robert J. Christen,10X081
321000010085,P.S. 085 Great Expectations,10X085
321000010086,P.S. 086 Kingsbridge Heights,10X086
321000010091,P.S. 091 Bronx,10X091
321000010094,P.S. 094 Kings College School,10X094
321000010095,P.S. 095 Sheila Mencher,10X095
321000010118,J.H.S. 118 William W. Niles,10X118
321000010159,P.S. 159 Luis Munoz Marin Biling,10X159
321000010205,P.S. 205 Fiorello Laguardia,10X205
321000010206,I.S. 206 Ann Mersereau,10X206
321000010207,P.S. 207,10X207
321000010209,P.S. 209,10X209
321000010225,Theatre Arts Production Company School,10X225
321000010226,P.S. 226,10X226
321000010228,Jonas Bronck Academy,10X228
321000010244,The New School for Leadership and Journalism,10X244
321000010246,P.S. 246 Poe Center,10X246
321000010254,I.S. 254,10X254
321000010279,"P.S. 279 Captain Manuel Rivera, Jr.",10X279
321000010280,P.S./M.S. 280 Mosholu Parkway,10X280
321000010291,P.S. 291,10X291
321000010306,P.S. 306,10X306
321000010307,Luisa Pineiro Fuentes School of Science and Discovery,10X307
321000010308,Bronx Dance Academy School,10X308
321000010310,P.S. 310 Marble Hill,10X310
321000010315,P.S. 315 Lab School,10X315
321000010331,The Bronx School of Young Leaders,10X331
321000010340,P.S. 340,10X340
321000010344,Ampark Neighborhood,10X344
321000010360,P.S. 360,10X360
321000010363,Academy for Personal Leadership and Excellence,10X363
321000010368,In-Tech Academy (M.S. / High School 368),10X368
321000010382,"Elementary School for Math, Science, and Technology",10X382
321000010386,School for Environmental Citizenship,10X386
321000010390,M.S. 390,10X390
321000010391,The Angelo Patri Middle School,10X391
321000010396,P.S. 396,10X396
321000010447,Creston Academy,10X447
321000010666,Pre-K Center District 10,10XP10
321000011141,Riverdale / Kingsbridge Academy (Middle School / High School 141),10X141
321000011213,Bronx Engineering and Technology Academy,10X213
321000011237,"The Marie Curie School for Medicine, Nursing, and Health Professions",10X237
321000011243,West Bronx Academy for the Future,10X243
321000011264,Bronx Academy for Software Engineering (BASE),10X264
321000011268,Kingsbridge International High School,10X268
321000011284,Bronx School of Law and Finance,10X284
321000011319,Providing Urban Learners Success in Education High School,10X319
321000011342,International School for Liberal Arts,10X342
321000011351,Bronx Collaborative High School,10X351
321000011353,World View High School,10X353
321000011374,Knowledge and Power Preparatory Academy International High School (KAPPA),10X374
321000011397,English Language Learners and International Support Preparatory Academy (ELLIS),10X397
321000011433,High School for Teaching and the Professions,10X433
321000011434,Belmont Preparatory High School,10X434
321000011437,Fordham High School for the Arts,10X437
321000011438,Fordham Leadership Academy,10X438
321000011439,Bronx High School for Law and Community Service,10X439
321000011440,Dewitt Clinton High School,10X440
321000011442,"Celia Cruz Bronx High School of Music, The",10X442
321000011445,Bronx High School of Science,10X445
321000011477,Marble Hill High School for International Studies,10X477
321000011524,Crotona International High School,10X524
321000011546,Bronx Theatre High School,10X546
321000011549,Discovery High School,10X549
321000011565,High School for Energy and Technology,10X565
321000011696,High School of American Studies at Lehman College,10X696
321100010016,P.S. 016 Wakefield,11X016
321100010019,P.S. 019 Judith K. Weiss,11X019
321100010021,P.S. 021 Philip H. Sheridan,11X021
321100010041,P.S. 041 Gun Hill Road,11X041
321100010068,P.S. 068 Bronx,11X068
321100010076,P.S. 076 The Bennington School,11X076
321100010078,P.S. 078 Anne Hutchinson,11X078
321100010083,P.S. 083 Donald Hertz,11X083
321100010087,P.S. 087 Bronx,11X087
321100010089,P.S. 089 Bronx,11X089
321100010096,P.S. 096 Richard Rodgers,11X096
321100010097,P.S. 097 Bronx,11X097
321100010103,P.S. 103 Hector Fontanez,11X103
321100010105,P.S. 105 Sen Abraham Bernstein,11X105
321100010106,P.S. 106 Parkchester,11X106
321100010108,P.S. 108 Philip J. Abinanti,11X108
321100010111,P.S. 111 Seton Falls,11X111
321100010112,P.S. 112 Bronxwood,11X112
321100010121,P.S. 121 Throop,11X121
321100010127,J.H.S. 127 The Castle Hill,11X127
321100010144,J.H.S. 144 Michelangelo,11X144
321100010153,P.S. 153 Helen Keller,11X153
321100010160,P.S. 160 Walt Disney,11X160
321100010169,Baychester Academy,11X169
321100010175,P.S. 175 City Island,11X175
321100010178,P.S. 178 - Dr. Selman Waksman,11X178
321100010180,M.S. 180 Dr. Daniel Hale Williams,11X180
321100010181,I.S. 181 Pablo Casals,11X181
321100010189,Cornerstone Academy for Social Action,11X189
321100010194,P.S./M.S. 194,11X194
321100010287,North Bronx School of Empowerment,11X287
321100010326,Bronx Green Middle School,11X326
321100010355,Bronx Alliance Middle School,11X355
321100010357,Young Voices Academy of the Bronx,11X357
321100010370,Leaders of Tomorrow,11X370
321100010462,Cornerstone Academy for Social Action Middle School (CASA),11X462
321100010468,Pelham Academy of Academics and Community Engagement,11X468
321100010481,The STEAM Bridge School,11X481
321100010483,The Matilda Avenue School,11X483
321100010498,P.S./M.S. 11X498 - Van Nest Academy,11X498
321100010529,One World Middle School at Edenwald,11X529
321100010532,Baychester Middle School,11X532
321100010556,Bronx Park Middle School,11X556
321100010566,Pelham Gardens Middle School,11X566
321100010567,Linden Tree Elementary School,11X567
321100010666,Pre-K Center District 11,11XP11
321100011249,Bronx Health Sciences High School,11X249
321100011253,Bronx High School for Writing and Communication Arts,11X253
321100011265,Bronx Lab School,11X265
321100011270,Academy for Scholarship and Entrepreneurship: A College Board School,11X270
321100011275,High School of Computers and Technology,11X275
321100011288,Collegiate Institute for Math and Science,11X288
321100011290,Bronx Academy of Health Careers,11X290
321100011299,Astor Collegiate Academy,11X299
321100011418,Bronx High School for the Visual Arts,11X418
321100011455,Harry S Truman High School,11X455
321100011508,Bronxdale High School,11X508
321100011509,High School of Language and Innovation,11X509
321100011513,New World High School,11X513
321100011514,The Bronxwood Preparatory Academy,11X514
321100011542,Pelham Preparatory Academy,11X542
321100011544,High School for Contemporary Arts,11X544
321100011545,Bronx Aerospace High School,11X545
321200010006,P.S. 006 West Farms,12X006
321200010044,P.S. 044 David C. Farragut,12X044
321200010047,P.S. 047 John Randolph,12X047
321200010057,P.S. 057 Crescent,12X057
321200010061,P.S. 061 Francisco Oller,12X061
321200010066,P.S. 066 School of Higher Expectations,12X066
321200010067,P.S. 067 Mohegan School,12X067
321200010098,J.H.S. 098 Herman Ridder,12X098
321200010129,M.S. 129 Academy for Independent Learning and Leadership,12X129
321200010134,P.S. 134 George F. Bristow,12X134
321200010150,P.S. 150 Charles James Fox,12X150
321200010190,E.S.M.T- I.S. 190,12X190
321200010195,P.S. 195,12X195
321200010196,P.S. 196,12X196
321200010211,P.S. 211,12X211
321200010212,P.S. 212,12X212
321200010214,P.S. 214,12X214
321200010217,School of Performing Arts,12X217
321200010242,Mott Hall V,12X242
321200010273,Frederick Douglass Academy V. Middle School,12X273
321200010286,Fannie Lou Hamer Middle School,12X286
321200010300,The School of Science and Applied Learning,12X300
321200010314,Fairmont Neighborhood School,12X314
321200010316,KAPPA III,12X316
321200010318,"I.S. X318 Math, Science & Technology Through Arts",12X318
321200010341,Accion Academy,12X341
321200010383,Emolior Academy,12X383
321200010458,Samara Community School,12X458
321200010463,Urban Scholars Community School,12X463
321200010531,Archer Elementary School,12X531
321200010536,P.S. 536,12X536
321200010595,P.S. 595,12X595
321200011248,"Metropolitan High School, The",12X248
321200011251,Explorations Academy H.S.,12X251
321200011267,Bronx Latin,12X267
321200011271,East Bronx Academy for the Future,12X271
321200011388,Pan American International High School at Monroe,12X388
321200011446,Arturo A. Schomburg Satellite Academy Bronx,12X446
321200011478,The Cinema School,12X478
321200011479,Bronx Career and College Preparatory High School,12X479
321200011480,Bronx Regional High School,12X480
321200011511,Bronx Envision Academy,12X511
321200011521,The Metropolitan Soundview High School,12X521
321200011550,High School of World Cultures,12X550
321200011682,Fannie Lou Hamer Freedom High School,12X682
321200011684,Wings Academy,12X684
321200011691,Bronx Little School,12X691
331300010003,P.S. 003 The Bedford Village,13K003
331300010008,P.S. 008 Robert Fulton,13K008
331300010009,P.S. 009 Teunis G. Bergen,13K009
331300010011,P.S. 011 Purvis J. Behan,13K011
331300010020,P.S. 020 Clinton Hill,13K020
331300010044,P.S. 044 Marcus Garvey,13K044
331300010046,P.S. 046 Edward C. Blum,13K046
331300010054,P.S. 054 Samuel C. Barnes,13K054
331300010056,P.S. 056 Lewis H. Latimer,13K056
331300010067,P.S. 067 Charles A. Dorsey,13K067
331300010093,P.S. 093 William H. Prescott,13K093
331300010113,M.S. 113 Ronald Edmonds Learning Center,13K113
331300010133,P.S. 133 William A. Butler,13K133
331300010256,P.S. 256 Benjamin Banneker,13K256
331300010265,Dr. Susan S. McKinney Secondary School of the Arts,13K265
331300010266,M.S. K266 - Park Place Community Middle School,13K266
331300010270,P.S. 270 Johann Dekalb,13K270
331300010282,P.S. 282 Park Slope,13K282
331300010287,P.S. 287 Bailey K. Ashford,13K287
331300010301,Satellite East Middle School,13K301
331300010305,P.S. 305 Dr. Peter Ray,13K305
331300010307,P.S. 307 Daniel Hale Williams,13K307
331300010313,Dock Street School for STEAM Studies,13K313
331300010351,The Urban Assembly Unison School,13K351
331300010666,Pre-K Center District 13,13KP13
331300010691,Fort Greene Preparatory Academy,13K691
331300010915,I.S. 915,13K915
331300011350,Urban Assembly School for Music and Art,13K350
331300011412,Brooklyn Community Arts & Media High School (BCAM),13K412
331300011419,"Science Skills Center High School for Science, Technology and the Creative Arts",13K419
331300011430,Brooklyn Technical High School,13K430
331300011439,Brooklyn International High School,13K439
331300011483,The Urban Assembly School for Law and Justice,13K483
331300011492,Academy of Arts and Letters,13K492
331300011499,Acorn Community High School,13K499
331300011527,Urban Assembly Institute of Math and Science for Young Women,13K527
331300011553,Brooklyn Academy High School,13K553
331300011595,Bedford Academy High School,13K595
331300011605,George Westinghouse Career and Technical Education High School,13K605
331300011616,Brooklyn High School for Leadership and Community Service,13K616
331300011670,Benjamin Banneker Academy,13K670
331300011674,"City Polytechnic High School of Engineering, Architecture, and Technology",13K674
331400010016,P.S. 016 Leonard Dunkly,14K016
331400010017,P.S. 017 Henry D. Woodworth,14K017
331400010018,P.S. 018 Edward Bush,14K018
331400010023,P.S. 023 Carter G. Woodson,14K023
331400010031,P.S. 031 Samuel F. Dupont,14K031
331400010034,P.S. 034 Oliver H. Perry,14K034
331400010050,J.H.S. 050 John D. Wells,14K050
331400010059,P.S. 059 William Floyd,14K059
331400010084,P.S. 084 Jose De Diego,14K084
331400010110,P.S. 110 The Monitor,14K110
331400010120,P.S. 120 Carlos Tapia,14K120
331400010126,John Ericsson Middle School 126,14K126
331400010132,P.S. 132 The Conselyea School,14K132
331400010147,P.S. 147 Isaac Remsen,14K147
331400010157,P.S./I.S. 157 The Benjamin Franklin Health & Science Academy,14K157
331400010196,P.S. 196 Ten Eyck,14K196
331400010250,P.S. 250 George H. Lindsay,14K250
331400010257,P.S. 257 John F. Hylan,14K257
331400010297,P.S. 297 Abraham Stockton,14K297
331400010318,I.S. 318 Eugenio Maria De Hostos,14K318
331400010319,P.S. 319,14K319
331400010380,P.S. 380 John Wayne Elementary,14K380
331400010414,Brooklyn Arbor Elementary School,14K414
331400010577,Conselyea Preparatory School,14K577
331400010582,M.S. 582,14K582
331400011071,Juan Morel Campos Secondary School,14K071
331400011449,"Brooklyn Latin School, The",14K449
331400011454,The Williamsburg High School of Art and Technology,14K454
331400011474,Progress High School for Professional Careers,14K474
331400011477,East Williamsburg Scholars Academy,14K477
331400011478,"The High School for Enterprise, Business and Technology",14K478
331400011488,Brooklyn Preparatory High School,14K488
331400011558,Williamsburg High School for Architecture and Design,14K558
331400011561,Williamsburg Preparatory School,14K561
331400011586,Lyons Community School,14K586
331400011610,A-Tech High School,14K610
331400011614,Young Women's Leadership School of Brooklyn,14K614
331400011685,El Puente Academy for Peace and Justice,14K685
331500010001,P.S. 001 The Bergen,15K001
331500010010,"Magnet School of Math, Science and Design Technology",15K010
331500010015,P.S. 015 Patrick F. Daly,15K015
331500010024,P.S. 024,15K024
331500010029,P.S. 029 John M. Harrigan,15K029
331500010032,P.S. 032 Samuel Mills Sprole,15K032
331500010038,P.S. 038 The Pacific,15K038
331500010039,P.S. 039 Henry Bristow,15K039
331500010051,M.S. 51 William Alexander,15K051
331500010058,P.S. 058 The Carroll,15K058
331500010088,J.H.S. 088 Peter Rouget,15K088
331500010094,P.S. 094 The Henry Longfellow,15K094
331500010107,P.S. 107 John W. Kimball,15K107
331500010118,The Maurice Sendak Community School,15K118
331500010124,P.S. 124 Silas B. Dutcher,15K124
331500010130,P.S. 130 The Parkside,15K130
331500010131,P.S. 131 Brooklyn,15K131
331500010136,I.S. 136 Charles O. Dewey,15K136
331500010146,"The Brooklyn New School, P.S. 146",15K146
331500010154,The Windsor Terrace School,15K154
331500010169,P.S. 169 Sunset Park,15K169
331500010172,P.S. 172 Beacon School of Excellence,15K172
331500010230,P.S. 230 Doris L. Cohen,15K230
331500010261,P.S. 261 Philip Livingston,15K261
331500010295,P.S. 295,15K295
331500010321,P.S. 321 William Penn,15K321
331500010418,The Children's School,15K418
331500010442,M.S. 442 Carroll Gardens School for Innovation,15K442
331500010443,New Voices School of Academic & Creative Arts,15K443
331500010447,The Math & Science Exploratory School,15K447
331500010448,Brooklyn Secondary School for Collaborative Studies,15K448
331500010516,Sunset Park Avenues Elementary School,15K516
331500010666,Pre-K Center District 15,15KP15
331500010676,Red Hook Neighborhood School,15K676
331500010821,Sunset Park Prep,15K821
331500010839,M.S. 839,15K839
331500010896,The School of Creativity and Innovation,15K896
331500011423,Brooklyn Frontiers High School,15K423
331500011429,Digital Arts and Cinema Technology High School,15K429
331500011462,John Jay School for Law,15K462
331500011463,Secondary School for Journalism,15K463
331500011464,Park Slope Collegiate,15K464
331500011497,The Boerum Hill School for International Studies,15K497
331500011519,Cobble Hill School of American Studies,15K519
331500011529,West Brooklyn Community High School,15K529
331500011592,Khalil Gibran International Academy,15K592
331500011656,Brooklyn High School of the Arts,15K656
331500011667,Sunset Park High School,15K667
331500011684,Millennium Brooklyn HS,15K684
331500011698,South Brooklyn Community High School,15K698
331600010005,P.S. 005 Dr. Ronald McNair,16K005
331600010021,P.S. 021 Crispus Attucks,16K021
331600010025,P.S. 025 Eubie Blake School,16K025
331600010026,P.S. 026 Jesse Owens,16K026
331600010028,P.S. 028 The Warren Prep Academy,16K028
331600010035,M.S. 035 Stephen Decatur,16K035
331600010040,P.S. 040 George W. Carver,16K040
331600010057,Whitelaw Reid Academy of Arts and Business,16K057
331600010081,P.S. 081 Thaddeus Stevens,16K081
331600010243,P.S. 243K- The Weeksville School,16K243
331600010262,P.S. 262 El Hajj Malik El Shabazz Elementary School,16K262
331600010267,"M.S. 267 Math, Science & Technology",16K267
331600010308,P.S. 308 Clara Cardwell,16K308
331600010309,P.S. 309 The George E. Wibecan Preparatory Academy,16K309
331600010335,P.S. 335 Granville T. Woods,16K335
331600010627,Brighter Choice Community School,16K627
331600010628,Brooklyn Brownstone School,16K628
331600010681,Madiba Prep Middle School,16K681
331600010898,The Brooklyn Green School,16K898
331600011455,Boys and Girls High School,16K455
331600011498,Brooklyn High School for Law and Technology,16K498
331600011594,Gotham Professional Arts Academy,13K594
331600011669,Research and Service High School,16K669
331600011688,The Brooklyn Academy of Global Finance,16K688
331600011765,Nelson Mandela High School,16K765
331700010002,Parkside Preparatory Academy,17K002
331700010006,Norma Adams Clemons Academy,17K006
331700010012,Dr. Jacqueline Peek-Davis School,17K012
331700010061,M.S. 061 Dr. Gladstone H. Atwell,17K061
331700010091,P.S. 091 The Albany Avenue School,17K091
331700010092,P.S. 092 Adrian Hegeman,17K092
331700010138,P.S. 138 Brooklyn,17K138
331700010161,P.S. 161 The Crown,17K161
331700010181,P.S. 181 Brooklyn,17K181
331700010189,P.S. 189 The Bilingual Center,17K189
331700010191,P.S. 191 Paul Robeson,17K191
331700010221,P.S. 221 Toussaint L'Ouverture,17K221
331700010241,P.S. 241 Emma L. Johnston,17K241
331700010246,M.S. 246 Walt Whitman,17K246
331700010249,P.S. 249 The Caton,17K249
331700010289,P.S. 289 George V. Brower,17K289
331700010316,P.S. 316 Elijah Stroud,17K316
331700010340,I.S. 340,17K340
331700010352,Ebbets Field Middle School,17K352
331700010353,Elijah Stroud Middle School,17K353
331700010354,The School of Integrated Learning,17K354
331700010375,P.S. 375 Jackie Robinson School,17K375
331700010394,M.S. K394,17K394
331700010397,P.S. 397 Foster-Laurie,17K397
331700010398,P.S. 398 Walter Weaver,17K398
331700010399,P.S. 399 Stanley Eugene Clark,17K399
331700010484,Ronald Edmonds Learning Center II,17K484
331700010532,New Bridges Elementary,17K532
331700010705,Brooklyn Arts and Science Elementary School,17K705
331700010722,New Heights Middle School,17K722
331700010770,P.S. 770 New American Academy,17K770
331700011122,Pathways in Technology Early College High School (P-TECH),17K122
331700011382,Academy for College Preparation and Career Exploration: A College Board School,17K382
331700011408,Academy of Hospitality and Tourism,17K408
331700011524,International High School at Prospect Heights,17K524
331700011528,The High School for Global Citizenship,17K528
331700011531,"School for Human Rights, The",17K531
331700011537,High School for Youth and Community Development at Erasmus,17K537
331700011539,High School for Service & Learning at Erasmus,17K539
331700011543,"Science, Technology and Research Early College High School at Erasmus",17K543
331700011546,High School for Public Service: Heroes of Tomorrow,17K546
331700011547,Brooklyn Academy of Science and the Environment,17K547
331700011548,Brooklyn School for Music & Theatre,17K548
331700011568,Brownsville Academy High School,17K568
331700011590,Medgar Evers College Preparatory School,17K590
331700011600,Clara Barton High School,17K600
331700011745,Brooklyn Institute for Liberal Arts,17K745
331700011751,Academy for Health Careers,17K751
331800010066,P.S. 66,18K066
331800010068,I.S. 068 Isaac Bildersee,18K068
331800010114,P.S. 114 Ryder Elementary,18K114
331800010115,P.S. 115 Daniel Mucatel School,18K115
331800010135,P.S. 135 Sheldon A. Brookner,18K135
331800010208,P.S. 208 Elsa Ebeling,18K208
331800010211,I.S. 211 John Wilson,18K211
331800010219,P.S. 219 Kennedy-King,18K219
331800010233,P.S. 233 Langston Hughes,18K233
331800010235,P.S. 235 Janice Marie Knight School,18K235
331800010244,P.S. 244 Richard R. Green,18K244
331800010268,P.S. 268 Emma Lazarus,18K268
331800010272,P.S. 272 Curtis Estabrook,18K272
331800010276,P.S. 276 Louis Marshall,18K276
331800010279,P.S. 279 Herman Schreiber,18K279
331800010285,I.S. 285 Meyer Levin,18K285
331800010366,The Science and Medicine Middle School,18K366
331800010581,"The Middle School of Media, Law and Fine Arts",18K581
331800010588,Middle School for Art and Philosophy,18K588
331800010763,Brooklyn Science and Engineering Academy,18K763
331800011563,It Takes a Village Academy,18K563
331800011566,Brooklyn Community High School for Excellence and Equity,18K566
331800011567,Brooklyn Theatre Arts High School,18K567
331800011569,Kurt Hahn Expeditionary Learning School,18K569
331800011576,Victory Collegiate High School,18K576
331800011578,Brooklyn Bridge Academy,18K578
331800011617,High School for Innovation in Advertising and Media,18K617
331800011629,Cultural Academy for the Arts and Sciences,18K629
331800011633,High School for Medical Professions,18K633
331800011635,Olympus Academy,18K635
331800011637,Academy for Conservation and the Environment,18K637
331800011642,Urban Action Academy,18K642
331800011673,East Brooklyn Community High School,18K673
331900010007,P.S. 007 Abraham Lincoln,19K007
331900010013,P.S. 013 Roberto Clemente,19K013
331900010065,P.S. 065,19K065
331900010089,P.S. 089 Cypress Hills,19K089
331900010108,P.S. 108 Sal Abbracciamento,19K108
331900010149,P.S. 149 Danny Kaye,19K149
331900010158,P.S. 158 Warwick,19K158
331900010159,P.S. 159 Isaac Pitkin,19K159
331900010171,I.S. 171 Abraham Lincoln,19K171
331900010190,P.S. 190 Sheffield,19K190
331900010202,P.S. 202 Ernest S. Jenkyns,19K202
331900010213,P.S. 213 New Lots,19K213
331900010214,P.S. 214 Michael Friedsam,19K214
331900010218,J.H.S. 218 James P. Sinnott,19K218
331900010224,P.S. 224 Hale A. Woodruff,19K224
331900010273,P.S. 273 Wortman,19K273
331900010290,P.S. 290 Juan Morel Campos,19K290
331900010292,J.H.S. 292 Margaret S. Douglas,19K292
331900010306,P.S. 306 Ethan Allen,19K306
331900010325,The Fresh Creek School,19K325
331900010328,P.S. 328 Phyllis Wheatley,19K328
331900010345,P.S. 345 Patrolman Robert Bolden,19K345
331900010346,P.S. 346 Abe Stark,19K346
331900010364,I.S. 364 Gateway,19K364
331900010452,Frederick Douglass Academy VIII Middle School,19K452
331900010557,Brooklyn Gardens Elementary School,19K557
331900010654,Van Siclen Community Middle School,19K654
331900010661,Vista Academy,19K661
331900010662,Liberty Avenue Middle School,19K662
331900010663,School of the Future Brooklyn,19K663
331900010677,East New York Elementary School of Excellence,19K677
331900010678,East New York Middle School of Excellence,19K678
331900010760,Highland Park Community School,19K760
331900010907,Legacy School of the Arts,19K907
331900011404,Academy for Young Writers,19K404
331900011409,East New York Family Academy,19K409
331900011422,Spring Creek Community School,19K422
331900011502,FDNY - Captain Vernon A. Richard High School for Fire and Life Safety,19K502
331900011504,High School for Civil Rights,19K504
331900011507,Performing Arts and Technology High School,19K507
331900011510,World Academy for Total Community Health High School,19K510
331900011583,Multicultural High School,19K583
331900011615,Transit Tech Career and Technical Education High School,19K615
331900011618,Academy of Innovative Technology,19K618
331900011639,Brooklyn Lab School,19K639
331900011659,Cypress Hills Collegiate Preparatory School,19K659
331900011660,W. H. Maxwell Career and Technical Education High School,19K660
331900011683,"The School for Classics: An Academy of Thinkers, Writers and Performers",19K683
331900011764,The Urban Assembly School for Collaborative Healthcare,19K764
332000010030,P.S./I.S. 30 Mary White Ovington,20K030
332000010048,P.S. 048 Mapleton,20K048
332000010062,J.H.S. 062 Ditmas,20K062
332000010069,P.S. 69 Vincent D. Grippo School,20K069
332000010102,P.S. 102 The Bayview,20K102
332000010104,P.S./I.S. 104 The Fort Hamilton School,20K104
332000010105,P.S. 105 The Blythebourne,20K105
332000010112,P.S. 112 Lefferts Park,20K112
332000010127,P.S. 127 McKinley Park,20K127
332000010160,P.S. 160 William T. Sampson,20K160
332000010163,P.S. 163 Bath Beach,20K163
332000010164,P.S. 164 Caesar Rodney,20K164
332000010170,Ralph A. Fabrizio School,20K170
332000010176,P.S. 176 Ovington,20K176
332000010179,P.S. 179 Kensington,20K179
332000010180,The Seeall Academy,20K180
332000010185,P.S. 185 Walter Kassenbrock,20K185
332000010186,P.S. 186 Dr. Irving A Gladstone,20K186
332000010187,The Christa McAuliffe School\I.S. 187,20K187
332000010192,P.S. 192 - The Magnet School for Math and Science Inquiry,20K192
332000010200,P.S. 200 Benson School,20K200
332000010201,J.H.S. 201 The Dyker Heights,20K201
332000010204,P.S. 204 Vince Lombardi,20K204
332000010205,P.S. 205 Clarion,20K205
332000010220,J.H.S. 220 John J. Pershing,20K220
332000010223,J.H.S. 223 The Montauk,20K223
332000010227,J.H.S. 227 Edward B. Shallow,20K227
332000010229,P.S. 229 Dyker,20K229
332000010247,P.S. 247 Brooklyn,20K247
332000010259,J.H.S. 259 William McKinley,20K259
332000010264,P.S. 264 Bay Ridge Elementary School for the Arts,20K264
332000010310,The School for Future Leaders,20K310
332000010503,P.S. 503: The School of Discovery,20K503
332000010506,P.S. 506: The School of Journalism & Technology,20K506
332000010666,Pre-K Center District 20,20KP20
332000010682,The Academy of Talented Scholars,20K682
332000010686,Brooklyn School of Inquiry,20K686
332000010748,P.S. 748 Brooklyn School for Global Scholars,20K748
332000010971,"School of Math, Science, and Healthy Living",20K971
332000011445,New Utrecht High School,20K445
332000011485,High School of Telecommunication Arts and Technology,20K485
332000011490,Fort Hamilton High School,20K490
332000011505,Franklin Delano Roosevelt High School,20K505
332000011609,Urban Assembly School for Criminal Justice,20K609
332100010090,P.S. 90 Edna Cohen School,21K090
332100010095,P.S. 095 The Gravesend,21K095
332100010096,I.S. 096 Seth Low,21K096
332100010097,P.S. 97 The Highlawn,21K097
332100010098,I.S. 98 Bay Academy,21K098
332100010099,P.S. 099 Isaac Asimov,21K099
332100010100,P.S. 100 The Coney Island School,21K100
332100010101,P.S. 101 The Verrazano,21K101
332100010121,P.S. 121 Nelson A. Rockefeller,21K121
332100010128,P.S. 128 Bensonhurst,21K128
332100010153,P.S. 153 Homecrest,21K153
332100010177,P.S. 177 The Marlboro,21K177
332100010188,P.S. 188 Michael E. Berdy,21K188
332100010199,P.S. 199 Frederick Wachtel,21K199
