BEDS Code,School Name,Local School Code
332100010209,P.S. 209 Margaret Mead,21K209
332100010212,P.S. 212 Lady Deborah Moody,21K212
332100010215,P.S. 215 Morris H. Weiss,21K215
332100010216,P.S. 216 Arturo Toscanini,21K216
332100010225,P.S. K225 - The Eileen E. Zaglin,21K225
332100010226,P.S. 226 Alfred De B.Mason,21K226
332100010228,I.S. 228 David A. Boody,21K228
332100010238,P.S. 238 Anne Sullivan,21K238
332100010239,Mark Twain I.S. 239 for the Gifted & Talented,21K239
332100010253,P.S. 253,21K253
332100010281,I.S. 281 Joseph B Cavallaro,21K281
332100010288,P.S. 288 The Shirley Tanyhill,21K288
332100010303,I.S. 303 Herbert S. Eisenberg,21K303
332100010329,P.S. 329 Surfside,21K329
332100010666,Pre-K Center District 21,21KP21
332100011337,International High School at Lafayette,21K337
332100011344,Rachel Carson High School for Coastal Studies,21K344
332100011348,High School of Sports Management,21K348
332100011410,Abraham Lincoln High School,21K410
332100011468,Kingsborough Early College School,21K468
332100011525,Edward R. Murrow High School,21K525
332100011540,John Dewey High School,21K540
332100011559,Life Academy High School for Film and Music,21K559
332100011572,Expeditionary Learning School for Community Leaders,21K572
332100011620,William E. Grady Career and Technical Education High School,21K620
332100011690,Brooklyn Studio Secondary School,21K690
332100011728,Liberation Diploma Plus,21K728
332200010014,J.H.S. 014 Shell Bank,22K014
332200010052,P.S. 052 Sheepshead Bay,22K052
332200010078,J.H.S. 078 Roy H. Mann,22K078
332200010109,P.S. 109,22K109
332200010119,P.S. 119 Amersfort,22K119
332200010134,P.S. K134,22K134
332200010139,P.S. 139 Alexine A. Fenty,22K139
332200010152,School of Science & Technology,22K152
332200010193,P.S. 193 Gil Hodges,22K193
332200010194,P.S. 194 Raoul Wallenberg,22K194
332200010195,P.S. 195 Manhattan Beach,22K195
332200010197,P.S. 197 - The Kings Highway Academy,22K197
332200010198,P.S. 198 Brooklyn,22K198
332200010203,P.S. 203 Floyd Bennett School,22K203
332200010206,P.S. 206 Joseph F Lamb,22K206
332200010207,P.S. 207 Elizabeth G. Leary,22K207
332200010217,P.S. 217 Colonel David Marcus School,22K217
332200010222,P.S. 222 Katherine R. Snyder,22K222
332200010234,J.H.S. 234 Arthur W. Cunningham,22K234
332200010236,P.S. 236 Mill Basin,22K236
332200010240,Andries Hudde,22K240
332200010245,P.S. 245,22K245
332200010251,P.S. 251 Paerdegat,22K251
332200010254,P.S. 254 Dag Hammarskjold,22K254
332200010255,P.S. 255 Barbara Reing School,22K255
332200010277,P.S. 277 Gerritsen Beach,22K277
332200010278,J.H.S. 278 Marine Park,22K278
332200010312,P.S. 312 Bergen Beach,22K312
332200010315,P.S. K315,22K315
332200010326,P.S. 326,22K326
332200010361,P.S. 361 East Flatbush Early Childhood School,22K361
332200010381,I. S. 381,22K381
332200010666,Pre-K Center District 22,22KP22
332200010889,P.S. 889,22K889
332200010890,M.S. 890,22K890
332200011405,Midwood High School,22K405
332200011425,James Madison High School,22K425
332200011535,Leon M. Goldstein High School for the Sciences,22K535
332200011555,Brooklyn College Academy,22K555
332200011611,Origins High School,22K611
332200011630,Professional Pathways High School,22K630
332300010041,P.S. 041 Francis White,23K041
332300010137,P.S./I.S. 137 Rachel Jean Mitchell,23K137
332300010150,P.S. 150 Christopher,23K150
332300010155,P.S./ I.S. 155 Nicholas Herkimer,23K155
332300010156,P.S. 156 Waverly,23K156
332300010165,P.S. 165 Ida Posner,23K165
332300010178,P.S. 178 Saint Clair McKelway,23K178
332300010184,P.S. 184 Newport,23K184
332300010284,"The Gregory Jocko Jackson School of Sports, Art, and Technology",23K284
332300010298,P.S. 298 Dr. Betty Shabazz,23K298
332300010323,P.S./I.S. 323,23K323
332300010327,P.S. 327 Dr. Rose B. English,23K327
332300010363,Brownsville Collaborative Middle School,23K363
332300010392,I.S. 392,23K392
332300010401,Christopher Avenue Community School,23K401
332300010446,Riverdale Avenue Community School,23K446
332300010514,Frederick Douglass Academy VII High School,23K514
332300010518,KAPPA V (Knowledge and Power Preparatory Academy),23K518
332300010522,Mott Hall IV,23K522
332300010599,Brooklyn Landmark Elementary School,23K599
332300010664,Brooklyn Environmental Exploration School (BEES),23K664
332300010668,Riverdale Avenue Middle School,23K668
332300010671,Mott Hall Bridges Academy,23K671
332300011493,Brooklyn Collegiate: A College Board School,23K493
332300011643,Brooklyn Democracy Academy,23K643
332300011644,Eagle Academy for Young Men II,23K644
332300011646,Aspirations Diploma Plus High School,17K646
332300011647,Metropolitan Diploma Plus High School,23K647
332300011697,Teachers Preparatory High School,23K697
333200010045,P.S./I.S. 045 Horace E. Greene,32K045
333200010075,P.S. 075 Mayda Cortiella,32K075
333200010086,P.S. 086 The Irvington,32K086
333200010106,P.S. 106 Edward Everett Hale,32K106
333200010116,P.S. 116 Elizabeth L Farrell,32K116
333200010123,P.S. 123 Suydam,32K123
333200010145,P.S. 145 Andrew Jackson,32K145
333200010151,P.S. 151 Lyndon B. Johnson,32K151
333200010162,J.H.S. 162 The Willoughby,32K162
333200010274,P.S. 274 Kosciusko,32K274
333200010291,J.H.S. 291 Roland Hayes,32K291
333200010299,P.S. 299 Thomas Warren Field,32K299
333200010347,I.S. 347 School of Humanities,32K347
333200010349,"I.S. 349 Math, Science & Tech.",32K349
333200010376,P.S. 376,32K376
333200010377,P.S. 377 Alejandrina B. De Gautier,32K377
333200010383,J.H.S. 383 Philippa Schuyler,32K383
333200010384,P.S. /I.S. 384 Frances E. Carter,32K384
333200010562,Evergreen Middle School for Urban Exploration,32K562
333200010564,Bushwick Community High School,32K564
333200011168,The Brooklyn School for Math and Research,32K168
333200011403,Academy for Excellence in Leadership,32K403
333200011545,EBC High School for Public Service - Bushwick,32K545
333200011549,The Brooklyn School for Social Justice,32K549
333200011552,The Academy of Urban Planning and Engineering,32K552
333200011554,All City Leadership Secondary School,32K554
333200011556,Bushwick Leaders High School for Academic Excellence,32K556
342400010005,I.S. 5 - The Walter Crowley Intermediate School,24Q005
342400010007,P.S. 007 Louis F. Simeone,24Q007
342400010012,P.S. 012 James B. Colgate,24Q012
342400010013,P.S. 013 Clement C. Moore,24Q013
342400010014,P.S. 014 Fairview,24Q014
342400010016,P.S. Q016 The Nancy Debenedittis School,24Q016
342400010019,P.S. 019 Marino Jeantet,24Q019
342400010028,P.S. 28 - The Thomas Emanuel Early Childhood Center,24Q028
342400010049,P.S. 049 Dorothy Bonawit Kole,24Q049
342400010058,P.S. 58 - The School of Heroes,24Q058
342400010061,I.S. 061 Leonardo Da Vinci,24Q061
342400010068,P.S. 068 Cambridge,24Q068
342400010071,P.S. 071 Forest,24Q071
342400010073,I.S. 73 - The Frank Sansivieri Intermediate School,24Q073
342400010077,I.S. 077,24Q077
342400010081,P.S. 81Q Jean Paul Richter,24Q081
342400010087,P.S./I.S. 087 Middle Village,24Q087
342400010088,P.S. 088 Seneca,24Q088
342400010089,P.S. 089 Elmhurst,24Q089
342400010091,P.S. 091 Richard Arkwright,24Q091
342400010093,I.S. 093 Ridgewood,24Q093
342400010102,P.S. 102 Bayview,24Q102
342400010110,P.S. 110,24Q110
342400010113,P.S./I.S. 113 Anthony J. Pranzo,24Q113
342400010119,I.S. 119 The Glendale,24Q119
342400010125,I.S. 125 Thom J. McCann Woodside,24Q125
342400010128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School",24Q128
342400010143,P.S. 143 Louis Armstrong,24Q143
342400010153,P.S. 153 Maspeth Elem,24Q153
342400010199,P.S. 199 Maurice A. Fitzgerald,24Q199
342400010211,Elm Tree Elementary School,24Q211
342400010229,P.S. 229 Emanuel Kaplan,24Q229
342400010239,P.S. 239,24Q239
342400010290,A.C.E. Academy for Scholars at the Geraldine Ferraro Campus,24Q290
342400010305,Learners and Leaders,24Q305
342400010307,Pioneer Academy,24Q307
342400010311,Corona Arts & Sciences Academy,24Q311
342400010330,P.S. 330,24Q330
342400010343,The Children's Lab School,24Q343
342400010666,Pre-K Center District 24,24QP24
342400011236,International High School for Health Sciences,24Q236
342400011264,Academy of Finance and Enterprise,24Q264
342400011267,High School of Applied Communication,24Q267
342400011293,Civic Leadership Academy,24Q293
342400011296,Pan American International High School,24Q296
342400011299,Bard High School Early College Queens,24Q299
342400011455,Newtown High School,24Q455
342400011485,Grover Cleveland High School,24Q485
342400011520,Middle College High School at LaGuardia Community College,24Q520
342400011530,International High School at LaGuardia Community College,24Q530
342400011550,High School for Arts and Business,24Q550
342400011560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",24Q560
342400011585,Maspeth High School,24Q585
342400011600,Queens Vocational and Technical High School,24Q600
342400011610,Aviation Career & Technical Education High School,24Q610
342400011744,Voyages Preparatory,24Q744
342500010020,P.S. 020 John Bowne,25Q020
342500010021,P.S. 021 Edward Hart,25Q021
342500010022,P.S. 022 Thomas Jefferson,25Q022
342500010024,P.S. 024 Andrew Jackson,25Q024
342500010025,I.S. 025 Adrien Block,25Q025
342500010029,P.S. 029 Queens,25Q029
342500010032,P.S. 032 State Street,25Q032
342500010079,P.S. 079 Francis Lewis,25Q079
342500010107,P.S. 107 Thomas A Dooley,25Q107
342500010120,P.S. 120 Queens,25Q120
342500010129,P.S. 129 Patricia Larkin,25Q129
342500010130,P.S. 130,25Q130
342500010154,P.S. 154 Queens,25Q154
342500010163,P.S. 163 Flushing Heights,25Q163
342500010164,P.S. 164 Queens Valley,25Q164
342500010165,P.S. 165 Edith K. Bergtraum,25Q165
342500010169,P.S. 169 Bay Terrace,25Q169
342500010184,P.S. 184 Flushing Manor,25Q184
342500010185,J.H.S. 185 Edward Bleeker,25Q185
342500010189,J.H.S. 189 Daniel Carter Beard,25Q189
342500010193,P.S. 193 Alfred J. Kennedy,25Q193
342500010194,J.H.S. 194 William Carr,25Q194
342500010200,P.S./M.S. 200 - The Pomonok School & STAR Academy,25Q200
342500010201,P.S. 201 The Discovery School for Inquiry and Research,25Q201
342500010209,P.S. 209 Clearview Gardens,25Q209
342500010214,P.S. 214 Cadwallader Colden,25Q214
342500010219,P.S. 219 Paul Klapper,25Q219
342500010237,I.S. 237,25Q237
342500010242,P.S. 242 Leonard P. Stavisky Early Childhood School,25Q242
342500010244,The Active Learning Elementary School,25Q244
342500010250,I.S. 250 The Robert F. Kennedy Community Middle School,25Q250
342500010294,Bell Academy,25Q294
342500010379,M.S. 379,25Q379
342500010666,Pre-K Center District 25,25QP25
342500011240,Veritas Academy,25Q240
342500011241,Queens High School for Language Studies,25Q241
342500011252,"Queens School of Inquiry, The",25Q252
342500011263,Flushing International High School,25Q263
342500011281,East-West School of International Studies,25Q281
342500011285,World Journalism Preparatory: A College Board School,25Q285
342500011425,John Bowne High School,25Q425
342500011460,Flushing High School,25Q460
342500011499,"The Queens College School for Math, Science and Technology",25Q499
342500011525,Townsend Harris High School,25Q525
342500011540,Queens Academy High School,25Q540
342500011670,Robert F. Kennedy Community High School,25Q670
342500011792,North Queens Community High School,25Q792
342600010018,P.S. 018 Winchester,26Q018
342600010026,P.S. 026 Rufus King,26Q026
342600010031,P.S. 031 Bayside,26Q031
342600010041,P.S. 041 Crocheron,26Q041
342600010046,P.S. 046 Alley Pond,26Q046
342600010067,J.H.S. 067 Louis Pasteur,26Q067
342600010074,J.H.S. 074 Nathaniel Hawthorne,26Q074
342600010094,P.S. 094 David D. Porter,26Q094
342600010098,P.S. 098 The Douglaston School,26Q098
342600010115,The James J. Ambrose School,26Q115
342600010133,P.S. 133 Queens,26Q133
342600010158,M.S. 158 Marie Curie,26Q158
342600010159,P.S. 159,26Q159
342600010162,P.S. 162 John Golden,26Q162
342600010172,Irwin Altman Middle School 172,26Q172
342600010173,P.S. 173 Fresh Meadows,26Q173
342600010178,P.S./ IS 178 Holliswood,26Q178
342600010186,P.S. 186 Castlewood,26Q186
342600010188,P.S. 188 Kingsbury,26Q188
342600010191,P.S. 191 Mayflower,26Q191
342600010203,P.S. 203 Oakland Gardens,26Q203
342600010205,P.S. 205 Alexander Graham Bell,26Q205
342600010213,P.S. 213 The Carl Ullman School,26Q213
342600010216,J.H.S. 216 George J. Ryan,26Q216
342600010221,P.S. 221 The North Hills School,26Q221
342600010266,P.S./I.S. 266,26Q266
342600010376,P.S. 376,26Q376
342600011315,Business Technology Early College High School,26Q315
342600011415,Benjamin N. Cardozo High School,26Q415
342600011430,Francis Lewis High School,26Q430
342600011435,Martin Van Buren High School,26Q435
342600011495,Bayside High School,26Q495
342600011566,"Queens High School of Teaching, Liberal Arts and the Sciences",26Q566
342700010042,P.S./M.S 042 R. Vernam,27Q042
342700010043,P.S. 043,27Q043
342700010045,P.S. 045 Clarence Witherspoon,27Q045
342700010047,P.S. 047 Chris Galas,27Q047
342700010051,P.S. 051,27Q051
342700010053,M.S. 053 Brian Piccolo,27Q053
342700010056,P.S. 056 Harry Eichler,27Q056
342700010060,P.S. 060 Woodhaven,27Q060
342700010062,P. S. 62 - Chester Park School,27Q062
342700010063,P.S. 063 Old South,27Q063
342700010064,P.S. 064 Joseph P. Addabbo,27Q064
342700010065,P.S. 65 - The Raymond York Elementary School,27Q065
342700010066,P.S. 066 Jacqueline Kennedy Onassis,27Q066
342700010090,P.S. 090 Horace Mann,27Q090
342700010096,P.S. 096,27Q096
342700010097,P.S. 097 Forest Park,27Q097
342700010100,P.S. 100 Glen Morris,27Q100
342700010104,P.S. 104 The Bays Water,27Q104
342700010105,P.S. 105 The Bay School,27Q105
342700010106,Lighthouse Elementary School,27Q106
342700010108,P.S. 108 Captain Vincent G. Fowler,27Q108
342700010114,P.S./M.S. 114 Belle Harbor,27Q114
342700010123,P.S. 123,27Q123
342700010124,P.S. 124 Osmond A Church,27Q124
342700010137,M.S. 137 America's School of Heroes,27Q137
342700010146,P.S. 146 Howard Beach,27Q146
342700010155,P.S. 155,27Q155
342700010183,P.S. 183 Dr. Richard R. Green,27Q183
342700010197,P.S. 197 The Ocean School,27Q197
342700010202,J.H.S. 202 Robert H. Goddard,27Q202
342700010207,P.S. 207 Rockwood Park,27Q207
342700010210,J.H.S. 210 Elizabeth Blackwell,27Q210
342700010223,P.S. 223 Lyndon B. Johnson,27Q223
342700010226,J.H.S. 226 Virgil I. Grissom,27Q226
342700010232,P.S. 232 Lindenwood,27Q232
342700010253,P.S. 253,27Q253
342700010254,P.S. 254 - The Rosa Parks School,27Q254
342700010273,P.S. 273,27Q273
342700010282,Knowledge and Power Preparatory Academy VI,27Q282
342700010297,Hawtree Creek Middle School,27Q297
342700010306,New York City Academy for Discovery,27Q306
342700010314,Epic High School - South,27Q314
342700010316,Queens Explorers Elementary School,27Q316
342700010317,Waterside Children's Studio School,27Q317
342700010318,Waterside School for Leadership,27Q318
342700010319,Village Academy,27Q319
342700010323,Scholars' Academy,27Q323
342700010333,Goldie Maple Academy,27Q333
342700010362,Wave Preparatory Elementary School,27Q362
342700010377,P.S. 377,27Q377
342700010666,Pre-K Center District 27,27QP27
342700011260,Frederick Douglass Academy VI High School,27Q260
342700011261,Voyages Prep - South Queens,27Q261
342700011262,Channel View School for Research,27Q262
342700011302,"Queens High School for Information, Research, and Technology",27Q302
342700011308,Robert H. Goddard High School of Communication Arts and Technology,27Q308
342700011309,Academy of Medical Technology: A College Board School,27Q309
342700011324,Rockaway Park High School for Environmental Sustainability,27Q324
342700011334,Epic High School - North,27Q334
342700011351,Rockaway Collegiate High School,27Q351
342700011400,August Martin High School,27Q400
342700011475,Richmond Hill High School,27Q475
342700011480,John Adams High School,27Q480
342700011650,"High School for Construction Trades, Engineering and Architecture",27Q650
342800010008,J.H.S. 008 Richard S. Grossley,28Q008
342800010040,P.S. 040 Samuel Huntington,28Q040
342800010048,P.S. 048 William Wordsworth,28Q048
342800010050,P.S. 050 Talfourd Lawn Elementary School,28Q050
342800010054,P.S. 054 Hillside,28Q054
342800010055,P.S. 055 Maure,28Q055
342800010072,Catherine & Count Basie Middle School 72,28Q072
342800010080,PS 80  The Thurgood Marshall Magnet School of Multimedia and Communication,28Q080
342800010082,P.S. 082 Hammond,28Q082
342800010086,P.S. Q086,28Q086
342800010099,P.S. 099 Kew Gardens,28Q099
342800010101,P.S. 101 School in the Gardens,28Q101
342800010117,P.S. 117 J. Keld / Briarwood School,28Q117
342800010121,P.S. 121 Queens,28Q121
342800010139,P.S. 139 Rego Park,28Q139
342800010140,P.S. 140 Edward K Ellington,28Q140
342800010144,P.S. 144 Col Jeromus Remsen,28Q144
342800010157,J.H.S. 157 Stephen A. Halsey,28Q157
342800010160,P.S. 160 Walter Francis Bishop,28Q160
342800010161,P.S. 161 Arthur Ashe School,28Q161
342800010174,P.S. 174 William Sidney Mount,28Q174
342800010175,P.S. 175 The Lynn Gross Discovery School,28Q175
342800010182,P.S. 182 Samantha Smith,28Q182
342800010190,J.H.S. 190 Russell Sage,28Q190
342800010196,P.S. 196 Grand Central Parkway,28Q196
342800010206,P.S. 206 The Horace Harding School,28Q206
342800010217,J.H.S. 217 Robert A. Van Wyck,28Q217
342800010220,P.S. 220 Edward Mandel,28Q220
342800010287,The Emerson School,28Q287
342800010303,The Academy for Excellence through the Arts,28Q303
342800010312,Jamaica Children's School,28Q312
342800010332,Redwood Middle School,28Q332
342800010349,The Queens School for Leadership and Excellence,28Q349
342800010354,The Jermaine L. Green STEM Institute of Queens,28Q354
342800010358,M.S. 358,28Q358
342800010666,Pre-K Center District 28,28QP28
342800011167,Metropolitan Expeditionary Learning School,28Q167
342800011284,York Early College Academy,28Q284
342800011310,Queens Collegiate: A College Board School,28Q310
342800011325,Hillside Arts & Letters Academy,28Q325
342800011328,High School for Community Leadership,28Q328
342800011338,Queens Satellite High School for Opportunity,28Q338
342800011350,Jamaica Gateway to the Sciences,28Q350
342800011440,Forest Hills High School,28Q440
342800011505,Hillcrest High School,28Q505
342800011620,Thomas A. Edison Career and Technical Education High School,28Q620
342800011680,Queens Gateway to Health Sciences Secondary School,28Q680
342800011686,Queens Metropolitan High School,28Q686
342800011687,Queens High School for the Sciences at York College,28Q687
342800011690,High School for Law Enforcement and Public Safety,28Q690
342800011896,"Young Women's Leadership School, Queens",28Q896
342900010015,P.S. 015 Jackie Robinson,29Q015
342900010033,P.S. 033 Edward M. Funk,29Q033
342900010034,P.S. 034 John Harvard,29Q034
342900010035,P.S. 035 Nathaniel Woodhull,29Q035
342900010036,P.S. 036 Saint Albans School,29Q036
342900010037,Cynthia Jenkins School,29Q037
342900010038,P.S. 038 Rosedale,29Q038
342900010052,P.S. 052 Queens,29Q052
342900010059,I.S. 059 Springfield Gardens,29Q059
342900010095,P.S. 095 Eastwood,29Q095
342900010109,Jean Nuzzi Intermediate School,29Q109
342900010116,P.S./I.S. 116 William C. Hughley,29Q116
342900010118,P.S. 118 Lorraine Hansberry,29Q118
342900010131,P.S. 131 Abigail Adams,29Q131
342900010132,P.S. 132 Ralph Bunche,29Q132
342900010134,P.S. 134 Hollis,29Q134
342900010135,The Bellaire School,29Q135
342900010136,P.S. 136 Roy Wilkins,29Q136
342900010138,P.S./M.S. 138 Sunrise,29Q138
342900010147,P.S./M.S. 147 Ronald McNair,29Q147
342900010156,P.S. 156 Laurelton,29Q156
342900010176,P.S. 176 Cambria Heights,29Q176
342900010181,P.S. 181 Brookfield,29Q181
342900010192,I.S. 192 The Linden,29Q192
342900010195,P.S. 195 William Haberle,29Q195
342900010208,P.S./I.S. 208,29Q208
342900010238,I.S. 238 - Susan B. Anthony Academy,29Q238
342900010251,P.S. 251 Queens,29Q251
342900010268,P.S./I.S. 268,29Q268
342900010270,The Gordon Parks School,29Q270
342900010289,Queens United Middle School,29Q289
342900010295,P.S./I.S. 295,29Q295
342900010355,Collaborative Arts Middle School,29Q355
342900010356,Community Voices Middle School,29Q356
342900010360,P.S. 360,29Q360
342900010666,Pre-K Center District 29,29QP29
342900011243,Institute for Health Professions at Cambria Heights,29Q243
342900011248,Queens Preparatory Academy,29Q248
342900011259,Pathways College Preparatory School: A College Board School,29Q259
342900011265,Excelsior Preparatory High School,29Q265
342900011272,George Washington Carver High School for the Sciences,29Q272
342900011283,Preparatory Academy for Writers: A College Board School,29Q283
342900011313,Benjamin Franklin High School for Finance & Information Technology,29Q313
342900011326,Cambria Heights Academy,29Q326
342900011327,Eagle Academy for Young Men III,29Q327
342900011492,"Mathematics, Science Research and Technology Magnet High School",29Q492
342900011498,Humanities & Arts Magnet High School,29Q498
343000010002,P.S. 002 Alfred Zimberg,30Q002
343000010010,I.S. 010 Horace Greeley,30Q010
343000010011,P.S. 011 Kathryn Phelan,30Q011
343000010017,P.S. 017 Henry David Thoreau,30Q017
343000010069,P.S. 069 Jackson Heights,30Q069
343000010070,P.S. 070,30Q070
343000010076,P.S. 076 William Hallet,30Q076
343000010078,P.S./I.S. 78Q,30Q078
343000010084,P.S. 084 Steinway,30Q084
343000010085,P.S. 085 Judge Charles Vallone,30Q085
343000010092,P.S. 092 Harry T. Stewart Sr.,30Q092
343000010111,P.S. 111 Jacob Blackwell,30Q111
343000010112,P.S. 112 Dutch Kills,30Q112
343000010122,P.S. 122 Mamie Fay,30Q122
343000010126,Albert Shanker School for Visual and Performing Arts,30Q126
343000010127,P.S. 127 Aerospace Science Magnet School,30Q127
343000010141,I.S. 141 The Steinway,30Q141
343000010145,I.S. 145 Joseph Pulitzer,30Q145
343000010148,P.S. 148 Queens,30Q148
343000010149,P.S. 149 Christa McAuliffe,30Q149
343000010150,P.S. 150 Queens,30Q150
343000010151,P.S. 151 Mary D. Carter,30Q151
343000010152,P.S. 152 Gwendoline N. Alleyne School,30Q152
343000010166,P.S. 166 Henry Gradstein,30Q166
343000010171,P.S. 171 Peter G. Van Alst,30Q171
343000010204,I.S. 204 Oliver W. Holmes,30Q204
343000010212,P.S. 212,30Q212
343000010222,P.S. Q222 - Fire Fighter Christopher A. Santora School,30Q222
343000010228,P.S. 228 Early Childhood Magnet School of the Arts,30Q228
343000010230,I.S. 230,30Q230
343000010234,P.S. 234,30Q234
343000010235,Academy for New Americans,30Q235
343000010280,P.S. 280,30Q280
343000010291,Hunters Point Community Middle School,30Q291
343000010300,The 30th Avenue School (G&T Citywide),30Q300
343000010329,East Elmhurst Community School,30Q329
343000010361,The Woodside Community School,30Q361
343000010384,P.S. 384,30Q384
343000010398,P.S. 398,30Q398
343000010666,Pre-K Center District 30,30QP30
343000011227,I.S. 227 Louis Armstrong,30Q227
343000011258,Energy Tech High School,30Q258
343000011286,"Young Women's Leadership School, Astoria",30Q286
343000011301,Academy for Careers in Television and Film,30Q301
343000011445,William Cullen Bryant High School,30Q445
343000011450,Long Island City High School,30Q450
343000011501,Frank Sinatra School of the Arts High School,30Q501
343000011502,Information Technology High School,30Q502
343000011555,Newcomers High School,30Q555
343000011575,Academy of American Studies,30Q575
343000011580,Baccalaureate School for Global Education,30Q580
353100010001,P.S. 001 Tottenville,31R001
353100010002,I.S. R002 George L. Egbert,31R002
353100010003,P.S. 003 The Margaret Gioiosa School,31R003
353100010004,P.S. 004 Maurice Wollin,31R004
353100010005,P.S. 005 Huguenot,31R005
353100010006,P.S. 6 Corporal Allan F. Kivlehan School,31R006
353100010007,I.S. 007 Elias Bernstein,31R007
353100010008,P.S. 8 Shirlee Solomon,31R008
353100010009,Naples Street Elementary School,31R009
353100010010,Fort Hill Collaborative Elementary School,31R010
353100010011,P.S. 11 Thomas Dongan School,31R011
353100010013,P.S. 013 M. L. Lindemeyer,31R013
353100010016,P.S. 016 John J. Driscoll,31R016
353100010018,P.S. 018 John G. Whittier,31R018
353100010019,P.S. 019 The Curtis School,31R019
353100010020,P.S. 020 Port Richmond,31R020
353100010021,P.S. 21 Margaret Emery-Elm Park,31R021
353100010022,P.S. 022 Graniteville,31R022
353100010023,P.S. 023 Richmondtown,31R023
353100010024,I.S. 024 Myra S. Barnes,31R024
353100010026,P.S. 026 The Carteret School,31R026
353100010027,I.S. 027 Anning S. Prall,31R027
353100010028,The Eagle Academy for Young Men of Staten Island,31R028
353100010029,P.S. 029 Bardwell,31R029
353100010030,P.S. 030 Westerleigh,31R030
353100010031,P.S. 031 William T. Davis,31R031
353100010032,P.S. 032 The Gifford School,31R032
353100010034,I.S. 034 Tottenville,31R034
353100010035,P.S. 35 The Clove Valley School,31R035
353100010036,P.S. 036 J. C. Drumgoole,31R036
353100010038,P.S. 038 George Cromwell,31R038
353100010039,P.S. 39 Francis J. Murphy Jr.,31R039
353100010041,The Stephanie A. Vierno School,31R041
353100010042,P.S. 042 Eltingville,31R042
353100010044,P.S. 044 Thomas C. Brown,31R044
353100010045,P.S. 045 John Tyler,31R045
353100010046,P.S. 046 Albert V. Maniscalco,31R046
353100010048,P.S. 048 William G. Wilcox,31R048
353100010049,I.S. 49 Berta A. Dreyfus,31R049
353100010050,P.S. 050 Frank Hankinson,31R050
353100010051,I.S. 051 Edwin Markham,31R051
353100010052,P.S. 052 John C. Thompson,31R052
353100010053,The Barbara Esselborn School,31R053
353100010054,P.S. 054 Charles W. Leng,31R054
353100010055,P.S. 055 Henry M. Boehm,31R055
353100010056,P.S. 56 The Louis Desario School,31R056
353100010057,P.S. 057 Hubert H. Humphrey,31R057
353100010058,Space Shuttle Columbia School,31R058
353100010059,The Harbor View School,31R059
353100010060,P.S. 060 Alice Austen,31R060
353100010061,I.S. 061 William A Morris,31R061
353100010062,The Kathleen Grimm School for Leadership and Sustainability,31R062
353100010063,Marsh Avenue School for Expeditionary Learning,31R063
353100010065,P.S. 65 The Academy of Innovative Learning,31R065
353100010068,Port Richmond School for Visionary Learning,31R068
353100010069,P.S. 069 Daniel D. Tompkins,31R069
353100010072,I.S. 072 Rocco Laurie,31R072
353100010074,P.S. 74 Future Leaders Elementary School,31R074
353100010075,I.S. 075 Frank D. Paulo,31R075
353100010078,P.S. 78,31R078
353100010666,Pre-K Center District 31,31RP31
353100010861,Staten Island School of Civic Leadership,31R861
353100011047,CSI High School for International Studies,31R047
353100011064,Gaynor McCown Expeditionary Learning School,31R064
353100011080,The Michael J. Petrides School,31R080
353100011440,New Dorp High School,31R440
353100011445,Port Richmond High School,31R445
353100011450,Curtis High School,31R450
353100011455,Tottenville High School,31R455
353100011460,Susan E. Wagner High School,31R460
353100011470,Concord High School,31R470
353100011600,Ralph R. McKee Career and Technical Education High School,31R600
353100011605,Staten Island Technical High School,31R605